Timestamp,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2017-06-08 23:00:00,2806.15,2815,2797.28,2806,413.34,1161255.02,2809.45
2017-06-09 00:00:00,2805.46,2815,2791.87,2795.04,315.49,884542.13,2803.71
2017-06-09 01:00:00,2794.97,2840.99,2790.91,2835.01,413.59,1166249.54,2819.84
2017-06-09 02:00:00,2837.86,2844,2823.67,2828.03,262.29,743605.57,2835.07
2017-06-09 03:00:00,2831.47,2836.84,2805,2805,287.51,811542.33,2822.7
2017-06-09 04:00:00,2805.01,2826.4,2802.9,2821.63,167,470273.49,2816.06
2017-06-09 05:00:00,2821.62,2822.97,2800.55,2814.02,156,438809.04,2812.97
2017-06-09 06:00:00,2814.01,2819.55,2805.89,2808.73,201.68,567258.17,2812.65
2017-06-09 07:00:00,2808.74,2811.08,2780.43,2805.83,499.91,1398779.01,2798.05
2017-06-09 08:00:00,2809.05,2829.43,2801.65,2820,288.71,813712.75,2818.4
2017-06-09 09:00:00,2819.82,2819.82,2806,2806.12,169.49,476426.33,2810.89
2017-06-09 10:00:00,2806.1,2822.71,2796.62,2818.94,301.19,845666.17,2807.76
2017-06-09 11:00:00,2818.94,2820.77,2802.72,2812,185.03,519851.95,2809.6
2017-06-09 12:00:00,2810.92,2836.54,2810.92,2832.93,273.65,772706.69,2823.71
2017-06-09 13:00:00,2832.97,2850,2821.83,2846.01,414.13,1176559.87,2841.01
2017-06-09 14:00:00,2846.01,2868.23,2846.01,2857.99,536.91,1533534.05,2856.21
2017-06-09 15:00:00,2855.68,2864,2841.8,2852,523.94,1493909.74,2851.32
2017-06-09 16:00:00,2851.99,2856,2829,2837.98,472.45,1343167.95,2843
2017-06-09 17:00:00,2837.96,2854.57,2831.8,2850.17,294.29,836367.73,2842.01
2017-06-09 18:00:00,2850.1,2850.1,2810,2826,333.32,940426.16,2821.37
2017-06-09 19:00:00,2826.01,2844.96,2815.24,2844,471.2,1333735.41,2830.5
2017-06-09 20:00:00,2837.01,2841.99,2821.51,2829.99,169.94,480870.23,2829.7
2017-06-09 21:00:00,2826.21,2831,2806.83,2827,490.16,1381449.72,2818.37
2017-06-09 22:00:00,2827,2831.45,2809.99,2809.99,291.38,821961.14,2820.95
2017-06-09 23:00:00,2809.99,2823.86,2790,2822.32,517.07,1449751.09,2803.79
2017-06-10 00:00:00,2818,2835.99,2818,2821.25,369.79,1046447,2829.86
2017-06-10 01:00:00,2821.24,2844.26,2818.12,2831.23,234.43,663328.58,2829.55
2017-06-10 02:00:00,2831.23,2843.59,2817.5,2836.68,179.59,508781.02,2833.04
2017-06-10 03:00:00,2836.36,2840.47,2824.72,2830.28,150.24,425723.89,2833.56
2017-06-10 04:00:00,2830.49,2837.46,2812.2,2819.19,165.44,467259.26,2824.35
2017-06-10 05:00:00,2819.2,2830.27,2810.83,2818.75,190.75,538137.9,2821.2
2017-06-10 06:00:00,2816.29,2830.01,2800,2820.04,196.54,552962.64,2813.47
2017-06-10 07:00:00,2820.04,2827.05,2812.15,2815.27,133.75,377173.67,2820.05
2017-06-10 08:00:00,2815.27,2825,2804.48,2823.11,310.21,872558.46,2812.77
2017-06-10 09:00:00,2823.02,2829.62,2816.92,2822.72,242.97,686302.13,2824.58
2017-06-10 10:00:00,2822.71,2878.58,2822.71,2878.58,541.61,1544332.38,2851.36
2017-06-10 11:00:00,2877.98,2895,2858.08,2894.85,665.32,1915354.88,2878.87
2017-06-10 12:00:00,2895,2905.01,2870.21,2905.01,469.33,1355745.18,2888.68
2017-06-10 13:00:00,2905.6,2912.98,2876,2896.77,474.53,1375030.57,2897.68
2017-06-10 14:00:00,2896.99,2900,2870.02,2899.88,359.73,1039068.09,2888.43
2017-06-10 15:00:00,2891,2899.93,2850.55,2864,642.9,1850077.43,2877.7
2017-06-10 16:00:00,2864,2886,2861.89,2878.93,566.05,1626840.39,2874.03
2017-06-10 17:00:00,2879.97,2894.85,2865,2870.76,472.8,1361113.87,2878.81
2017-06-10 18:00:00,2870.96,2878.16,2845.9,2867.67,596.11,1708708.84,2866.45
2017-06-10 19:00:00,2865.23,2883.98,2860.82,2879,155.32,446421.82,2874.29
2017-06-10 20:00:00,2881.01,2889.97,2830,2830,534.99,1531845.03,2863.33
2017-06-10 21:00:00,2829.53,2859.04,2800,2833.24,871.88,2465187.48,2827.45
2017-06-10 22:00:00,2833.24,2884.55,2833.24,2879.65,559.6,1604679.52,2867.54
2017-06-10 23:00:00,2879.65,2900,2873.44,2899.99,509.49,1471686.1,2888.56
2017-06-11 00:00:00,2899.01,2905,2861.53,2882,520.84,1501978.05,2883.78
2017-06-11 01:00:00,2882,2899.8,2882,2890.11,213.42,616872.34,2890.45
2017-06-11 02:00:00,2891.41,2909.51,2879.27,2892.75,367.8,1064566.67,2894.44
2017-06-11 03:00:00,2891.49,2898.33,2867.81,2876,186.66,538250.02,2883.53
2017-06-11 04:00:00,2878.97,2892.81,2865.17,2871.3,325.87,936471.47,2873.79
2017-06-11 05:00:00,2872.3,2888.72,2865.12,2887.9,105.1,302293.46,2876.32
2017-06-11 06:00:00,2887.67,2891.41,2873.05,2887.13,119.95,345970.73,2884.28
2017-06-11 07:00:00,2887.13,2890.35,2875.89,2887,143.86,415155.96,2885.91
2017-06-11 08:00:00,2887,2891.34,2875.85,2888.11,203.46,587098.04,2885.56
2017-06-11 09:00:00,2889.49,2900,2885.34,2893.77,228.94,662793.3,2895.04
2017-06-11 10:00:00,2890.76,2894.48,2884.39,2885.04,132.52,382854.47,2889.01
2017-06-11 11:00:00,2887.46,2894.29,2871.15,2873,157,452530.8,2882.44
2017-06-11 12:00:00,2877.45,2890.01,2874.23,2888.02,187.57,540964.12,2884.07
2017-06-11 13:00:00,2888.03,2896.6,2882.8,2889.42,463.02,1338583.64,2890.98
2017-06-11 14:00:00,2889.48,2895.24,2873.01,2882,202.09,582038.46,2880.16
2017-06-11 15:00:00,2880.87,2948,2879.51,2943.9,852.47,2492633.36,2924.02
2017-06-11 16:00:00,2943.92,2960.24,2929.33,2945.99,600.92,1772389.06,2949.45
2017-06-11 17:00:00,2944.69,2952,2930.67,2938.74,421.88,1241372.63,2942.44
2017-06-11 18:00:00,2938.74,2943.38,2926.29,2928.56,267.46,785039.16,2935.19
2017-06-11 19:00:00,2929.5,2947.22,2928.52,2940.48,203.42,598138.89,2940.41
2017-06-11 20:00:00,2940.88,2946,2925.49,2934.77,181.35,532968.41,2938.89
2017-06-11 21:00:00,2926.45,2954.54,2926.45,2944.07,325.12,957020.64,2943.56
2017-06-11 22:00:00,2942.24,2961.46,2940.87,2952.76,225.42,666314.59,2955.85
2017-06-11 23:00:00,2952.24,2967.46,2946.66,2954.22,194.48,575697.4,2960.2
2017-06-12 00:00:00,2954.23,2972.97,2952.68,2968.57,319.76,947177.89,2962.16
2017-06-12 01:00:00,2960.79,2975,2949.94,2962.55,451.14,1335521.75,2960.33
2017-06-12 02:00:00,2962.78,2966.5,2944.01,2944.01,212.56,629633.14,2962.1
2017-06-12 03:00:00,2944,2965.01,2936.02,2955.41,210.24,620008.62,2949.09
2017-06-12 04:00:00,2955.26,2980,2955.26,2969.67,347.7,1033359.88,2972.02
2017-06-12 05:00:00,2968.53,2968.53,2945.09,2957.16,215.75,638033.45,2957.29
2017-06-12 06:00:00,2956.08,2962.53,2922.62,2929.01,462.24,1360263.07,2942.77
2017-06-12 07:00:00,2931.3,2954.7,2924,2944.44,446.05,1311688.4,2940.64
2017-06-12 08:00:00,2944.01,2952.6,2929.75,2942,730.4,2150426.28,2944.17
2017-06-12 09:00:00,2942,2951.1,2910,2940,611.9,1796482.3,2935.92
2017-06-12 10:00:00,2938.36,2939.2,2702,2706.94,3796.68,10661424.08,2808.09
2017-06-12 11:00:00,2711.81,2805.92,2705,2748.8,3318.72,9119174.29,2747.8
2017-06-12 12:00:00,2736.12,2807.97,2729.96,2788.37,1633.97,4525026.67,2769.34
2017-06-12 13:00:00,2788.33,2790,2750.76,2772,1199.45,3321452.78,2769.14
2017-06-12 14:00:00,2772,2803.9,2752.15,2764.98,1200.25,3330986.72,2775.24
2017-06-12 15:00:00,2764.12,2778.3,2714.97,2775.99,1288.88,3544082.66,2749.74
2017-06-12 16:00:00,2775.97,2778.99,2636.05,2670.76,2635.9,7094825.06,2691.62
2017-06-12 17:00:00,2664.3,2664.3,2480.03,2585,4631.49,11891225.89,2567.48
2017-06-12 18:00:00,2582.09,2674,2549.01,2609.93,1775.98,4628540.16,2606.19
2017-06-12 19:00:00,2609.99,2616,2505.01,2550.01,1702.93,4380328,2572.23
2017-06-12 20:00:00,2559.91,2660,2559.91,2616.99,1492.8,3911721.16,2620.39
2017-06-12 21:00:00,2617,2684.3,2616.99,2667.98,930.37,2478534.94,2664.05
2017-06-12 22:00:00,2668,2673.92,2609,2632.61,1090.98,2880156.91,2639.98
2017-06-12 23:00:00,2632.61,2689,2630.03,2667.06,828.81,2209212.12,2665.52
2017-06-13 00:00:00,2656.97,2700,2654.62,2695,510.85,1372238.23,2686.17
2017-06-13 01:00:00,2693.95,2714.63,2638.62,2662,870.39,2337648.73,2685.75
2017-06-13 02:00:00,2662.87,2702.15,2655.92,2663.84,694.15,1858221.04,2676.96
2017-06-13 03:00:00,2663.84,2690.92,2650.26,2677.38,402.03,1072654.66,2668.13
2017-06-13 04:00:00,2689.31,2693,2671.01,2687.22,303.01,812410.81,2681.13
2017-06-13 05:00:00,2687.13,2720,2677.85,2708.51,322.06,870998.3,2704.43
2017-06-13 06:00:00,2710.42,2761.88,2710.12,2750.28,428.07,1174336.38,2743.33
2017-06-13 07:00:00,2750.29,2757.6,2734.49,2752.79,321.6,884686.53,2750.88
2017-06-13 08:00:00,2751.02,2783.62,2742.11,2768,624.45,1725963.97,2763.97
2017-06-13 09:00:00,2760.17,2768,2704,2711.12,1189.54,3262266.93,2742.47
2017-06-13 10:00:00,2711.13,2752,2692.01,2692.01,651.68,1778100.95,2728.49
2017-06-13 11:00:00,2692.01,2716.19,2666.71,2716.19,891.25,2399513.6,2692.29
2017-06-13 12:00:00,2716.19,2749.4,2702.23,2721.05,789.19,2152953.09,2728.05
2017-06-13 13:00:00,2721.02,2748,2718.94,2746.1,629.65,1722501.14,2735.64
2017-06-13 14:00:00,2746.14,2750,2720,2721.23,885.12,2421916.39,2736.26
2017-06-13 15:00:00,2721.23,2742.24,2695.4,2737.05,948.62,2575081.92,2714.55
2017-06-13 16:00:00,2741.67,2745.25,2729.58,2741.6,794.45,2174064,2736.58
2017-06-13 17:00:00,2738.14,2749,2725.99,2731.19,971.06,2661189.03,2740.5
2017-06-13 18:00:00,2726.75,2729.4,2695,2718.49,967.85,2626250.07,2713.48
2017-06-13 19:00:00,2720.24,2740.04,2701.4,2709.77,746.98,2029007.46,2716.28
2017-06-13 20:00:00,2706.73,2721,2670,2688.49,764.35,2057983.12,2692.46
2017-06-13 21:00:00,2701.22,2720,2681.12,2702.46,448.2,1210187.56,2700.11
2017-06-13 22:00:00,2702.48,2726.57,2688.23,2700.39,757.22,2053077.46,2711.32
2017-06-13 23:00:00,2704.96,2710,2694.35,2703.02,364.05,984206.84,2703.52
2017-06-14 00:00:00,2705.99,2730,2697,2730,617.42,1671237.43,2706.81
2017-06-14 01:00:00,2730,2764.72,2720.11,2754.18,623.53,1709156.49,2741.11
2017-06-14 02:00:00,2755.99,2765.38,2749,2760,459.47,1267502.44,2758.63
2017-06-14 03:00:00,2760,2767,2731.91,2748.17,495.54,1363456.87,2751.47
2017-06-14 04:00:00,2748.12,2750,2734.24,2742.84,187.49,514396.69,2743.62
2017-06-14 05:00:00,2742.85,2769.48,2742.85,2766,300.02,828350.28,2760.94
2017-06-14 06:00:00,2768.69,2801,2748.78,2757.99,962.24,2667932.42,2772.64
2017-06-14 07:00:00,2757.99,2758,2719.01,2731,734.02,2007449.17,2734.88
2017-06-14 08:00:00,2730.19,2734,2705.33,2733.96,278.66,758957.36,2723.58
2017-06-14 09:00:00,2733.96,2755.62,2732.01,2746,485.74,1335397.3,2749.22
2017-06-14 10:00:00,2746.01,2754.42,2731.26,2751.01,221.8,608489.21,2743.45
2017-06-14 11:00:00,2751.01,2756.16,2721.88,2726.01,596.7,1634622.88,2739.45
2017-06-14 12:00:00,2726.01,2743.5,2717.11,2720.11,609.56,1663640.7,2729.25
2017-06-14 13:00:00,2723,2724,2563.79,2630,3008.32,7966166.05,2648.04
2017-06-14 14:00:00,2630,2640,2535.75,2638.92,2599.29,6751930.56,2597.61
2017-06-14 15:00:00,2635.01,2678.65,2602,2617.95,1713.34,4507771.49,2630.99
2017-06-14 16:00:00,2617.95,2624.79,2490.01,2537,3764.04,9628065.9,2557.91
2017-06-14 17:00:00,2539.23,2570,2511.93,2565.79,1430.66,3631718.95,2538.5
2017-06-14 18:00:00,2569.03,2596.35,2550,2577.89,1093.63,2814705.5,2573.72
2017-06-14 19:00:00,2575.07,2589.06,2517.06,2540.73,1095.91,2783249.96,2539.68
2017-06-14 20:00:00,2542.45,2552.06,2513.67,2544.38,1238.04,3133119.37,2530.71
2017-06-14 21:00:00,2543.93,2545,2409.01,2460,2412.63,5966141.47,2472.88
2017-06-14 22:00:00,2459.92,2479.12,2320,2389.03,3382.8,8055176.67,2381.22
2017-06-14 23:00:00,2389.03,2465.58,2389.03,2450,1168,2846356.72,2436.94
2017-06-15 00:00:00,2451.42,2457.32,2390,2448.97,843,2039626.32,2419.49
2017-06-15 01:00:00,2442.36,2495.43,2418.17,2482.64,506.3,1246446.96,2461.87
2017-06-15 02:00:00,2482.73,2516.2,2482.73,2496.78,451.89,1130823.24,2502.43
2017-06-15 03:00:00,2493,2496.81,2446.3,2476.14,390.68,965277.46,2470.73
2017-06-15 04:00:00,2474.62,2479.99,2410,2421.99,717.76,1752594.69,2441.77
2017-06-15 05:00:00,2421.99,2424.21,2299,2322.61,2665.35,6264692.69,2350.42
2017-06-15 06:00:00,2322.61,2367.15,2230,2360.04,2460.56,5632927.77,2289.29
2017-06-15 07:00:00,2364.89,2420,2348.56,2420,1076.16,2574111.42,2391.95
2017-06-15 08:00:00,2419.99,2468.68,2401.75,2456.43,1092.22,2656359.76,2432.07
2017-06-15 09:00:00,2466.17,2474.66,2377.29,2387.9,1047.75,2563197.24,2446.38
2017-06-15 10:00:00,2387.97,2429.46,2335.05,2340.51,1195.63,2845999.5,2380.34
2017-06-15 11:00:00,2340.5,2357.7,2290.27,2299.23,2195.74,5092340.37,2319.19
2017-06-15 12:00:00,2300.02,2371.55,2294.63,2299.99,1685.63,3930178,2331.58
2017-06-15 13:00:00,2299.99,2308.67,2121,2121.1,4905.92,10816522.95,2204.79
2017-06-15 14:00:00,2121.1,2286.41,2120,2235.87,3134.95,6907758.89,2203.46
2017-06-15 15:00:00,2235,2266.98,2195,2245.76,2267.43,5040629.33,2223.06
2017-06-15 16:00:00,2246.71,2325,2246.71,2318.84,1916.63,4400800.64,2296.11
2017-06-15 17:00:00,2314.33,2319,2220,2222.15,1192.22,2721682.32,2282.87
2017-06-15 18:00:00,2220.21,2287.6,2198.13,2259.86,1285.26,2872695.35,2235.11
2017-06-15 19:00:00,2256.76,2338,2249,2326.49,964.04,2207760.8,2290.12
2017-06-15 20:00:00,2325.52,2366.24,2289.62,2350,1158.95,2701747.47,2331.19
2017-06-15 21:00:00,2350,2410.69,2321.12,2388.41,1615.62,3842076.8,2378.08
2017-06-15 22:00:00,2386.01,2410,2351,2410,1096.96,2613964.54,2382.91
2017-06-15 23:00:00,2410.49,2434,2385,2424.91,884.43,2132700.04,2411.38
2017-06-16 00:00:00,2424.96,2424.97,2338.3,2352.52,606.53,1441517.08,2376.68
2017-06-16 01:00:00,2358.62,2395.18,2332.5,2332.5,419.12,990242.85,2362.66
2017-06-16 02:00:00,2331,2350,2307.66,2350,643.82,1497526.14,2325.98
2017-06-16 03:00:00,2345.4,2382.25,2342.51,2378.5,307.17,727447.59,2368.24
2017-06-16 04:00:00,2373.14,2424.99,2373.14,2409.7,333.31,801837.69,2405.7
2017-06-16 05:00:00,2409.58,2429,2409.58,2420.5,165.68,401252.85,2421.87
2017-06-16 06:00:00,2428.09,2472.42,2419.76,2462,799.24,1958296.59,2450.2
2017-06-16 07:00:00,2462.02,2470,2436.71,2450.07,480.23,1178155.03,2453.34
2017-06-16 08:00:00,2455.16,2479.9,2453.69,2470,358.64,884580.4,2466.48
2017-06-16 09:00:00,2465.01,2503.64,2464.96,2503.64,677.64,1690204.04,2494.25
2017-06-16 10:00:00,2504.23,2510.8,2490.07,2509,664.59,1664495.32,2504.53
2017-06-16 11:00:00,2508.94,2525,2440,2461.02,1016.46,2524247.61,2483.36
2017-06-16 12:00:00,2473.18,2478,2421,2421,701.05,1718319.83,2451.08
